Jaunpur13004196,Uttar pradesh13004196,Varanasi_Cluster,Varanasi_Cluster13004196,East,Uttar pradesh,Jaunpur,Neeraj Kumar,13004196,Saabu 100 gm,CROP PROTECTION,,,PRIVATE LABEL,SAABU,0.1,D,9.9%,5.0%,72,48,60,480,600,4,1,2,6,,,,0,0,0,0,,74,117,500,,500,10,0,,,0,250,427.2151899,500,,500,334,544,"1,000",0,"1,000",12,0,43,54,50,0,50,100,0,0,"7,712",0,"28,137","35,848","36,000",0,"36,000","72,000","5,620",0,"20,506","26,127","30,000",0,"30,000","60,000",555,0,"2,026","2,581","1,500",0,"1,500","3,000",,,Plan > AOP | Plan > Inventory (Shortage),"4,081",550,"13,750","18,381","3,354",471,"10,498","14,323",882,137,"2,151","3,170",Jaunpur
Jaunpur13004209,Uttar pradesh13004209,Varanasi_Cluster,Varanasi_Cluster13004209,East,Uttar pradesh,Jaunpur,Neeraj Kumar,13004209,Slaymite 1 Kg,CROP PROTECTION,,,PRIVATE LABEL,SLAYMITE,1,C,14.1%,5.0%,64,43,47,43,47,25,36,,47,,,,0,-551,0,"-35,022",,12493,"17,724",10000,,10000,1752,2152.13586,"3,000",,"3,000",,0,"1,000",,"1,000",14245,"19,876","14,000",0,"14,000","17,724","2,152",0,"19,876",10000,"3,000","1,000","14,000",0,0,"1,199,105","145,599",0,"1,344,704","640,000","192,000","64,000","896,000","762,143","92,542",0,"854,685","470,000","141,000","47,000","658,000","107,767","13,085",0,"120,852","23,500","7,050","2,350","32,900",,,Plan < AOP | Plan > Inventory (Shortage),"712,625","100,009",,"812,634","484,916","2,221",,"487,137","57,891","-57,670",,221,Jaunpur
Jaunpur13004198,Uttar pradesh13004198,Varanasi_Cluster,Varanasi_Cluster13004198,East,Uttar pradesh,Jaunpur,Neeraj Kumar,13004198,Synpact 100 ml,CROP PROTECTION,,,PRIVATE LABEL,SYNPACT,0.1,A,34.2%,35.0%,210,158,158,"1,578","1,578",0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,,13,,13,,13,,13,Jaunpur
Jaunpur12000559,Uttar pradesh12000559,Varanasi_Cluster,Varanasi_Cluster12000559,East,Uttar pradesh,Jaunpur,Neeraj Kumar,12000559,Shaktiman Oorja 5 Kg,FERTILIZERS,,,BRANDED,SHAKTIMAN OORJA,5,D,2.0%,2.0%,160,179,179,36,36,,1,,1,,,,0,0,0,0,,,11,,,0,200,10.47983591,,,0,,9.439852194,,,0,200,31,0,0,0,53,52,47,153,0,0,0,0,0,0,"2,074","2,043","1,840","5,957",0,0,0,0,"1,905","1,876","1,690","5,470",0,0,0,0,38,37,34,109,0,0,0,0,,,In AOP but Plan is ZERO,,"37,000",,"37,000",,"35,238",,"35,238",,-748,,-748,Jaunpur
Jaunpur12000560,Uttar pradesh12000560,Varanasi_Cluster,Varanasi_Cluster12000560,East,Uttar pradesh,Jaunpur,Neeraj Kumar,12000560,Shaktiman Urea 45 Kg,FERTILIZERS,,,BRANDED,SHAKTIMAN UREA,45,D,3.0%,3.0%,260,238,238,5,5,0,0,0,0,,,,0,0,0,0,,0,106,,,0,0,104.7983591,,,0,0,94.39852194,,,0,0,306,0,0,0,"4,788","4,716","4,248","13,752",0,0,0,0,0,0,"26,320","25,924","23,352","75,597",0,0,0,0,"25,323","24,942","22,467","72,732",0,0,0,0,760,748,674,"2,182",0,0,0,0,,,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur12001478,Uttar pradesh12001478,Varanasi_Cluster,Varanasi_Cluster12001478,East,Uttar pradesh,Jaunpur,Neeraj Kumar,12001478,KSFPL Urea Shakti SSP 50 Kg,FERTILIZERS,,,BRANDED,KSFPL UREA SHAKTI SSP,50,D,8.0%,8.0%,700,642,627,13,13,,,2,2,,,,0,0,0,0,,,532,,,0,,523.9917955,,,0,700,471.9926097,,,0,700,"1,528",0,0,0,"26,600","26,200","23,600","76,399",0,0,0,0,0,0,"355,171","349,830","315,114","1,020,115",0,0,0,0,"341,539","336,403","303,019","980,961",0,0,0,0,"27,323","26,912","24,242","78,477",0,0,0,0,,,In AOP but Plan is ZERO,,,"451,500","451,500",,,"430,000","430,000",,,"31,850","31,850",Jaunpur
Jaunpur10001179,Uttar pradesh10001179,Varanasi_Cluster,Varanasi_Cluster10001179,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001179,Paddy Ankur Pooja 10 Kg,FIELD CROP,Paddy,,BRANDED,PADDY ANKUR POOJA,10,D,4.1%,2.0%,950,"1,021",950,102,95,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10001182,Uttar pradesh10001182,Varanasi_Cluster,Varanasi_Cluster10001182,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001182,Paddy Ankur Sonam 12 Kg,FIELD CROP,Paddy,,BRANDED,PADDY ANKUR SONAM,12,D,4.2%,2.6%,"1,320","1,220","1,140",102,95,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10001329,Uttar pradesh10001329,Varanasi_Cluster,Varanasi_Cluster10001329,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001329,Paddy Kaveri Chintu 6 Kg,FIELD CROP,Paddy,,BRANDED,PADDY KAVERI CHINTU,6,D,5.0%,3.7%,738,620,580,103,97,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10001340,Uttar pradesh10001340,Varanasi_Cluster,Varanasi_Cluster10001340,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001340,Paddy Kaveri Sampurna KP-108 3 Kg,FIELD CROP,Paddy,,BRANDED,PADDY KAVERI SAMPURNA KP-108,3,D,4.6%,3.2%,405,350,327,117,109,2,,,2,,,,0,0,0,0,,0,0,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0,0,914,0,0,0,0,831,0,0,831,0,0,0,0,791,,,791,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,-791,,,-791,-791,,,-791,Jaunpur
Jaunpur10001365,Uttar pradesh10001365,Varanasi_Cluster,Varanasi_Cluster10001365,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001365,Paddy Krishidhan PRASANNA 6 Kg,FIELD CROP,Paddy,,BRANDED,PADDY KRISHIDHAN PRASANNA,6,D,3.8%,0.8%,600,558,515,93,86,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10001407,Uttar pradesh10001407,Varanasi_Cluster,Varanasi_Cluster10001407,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001407,Paddy Nuziveedu Moti 5 Kg,FIELD CROP,Paddy,,BRANDED,PADDY NUZIVEEDU MOTI,5,D,4.8%,3.1%,540,443,413,89,83,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10001460,Uttar pradesh10001460,Varanasi_Cluster,Varanasi_Cluster10001460,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001460,Paddy PAN Jamuna-804 6 Kg,FIELD CROP,Paddy,,BRANDED,PADDY PAN JAMUNA-804,6,D,3.5%,3.1%,780,707,669,118,112,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10001499,Uttar pradesh10001499,Varanasi_Cluster,Varanasi_Cluster10001499,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001499,Paddy Savannah GK Kaveri 6 Kg,FIELD CROP,Paddy,,BRANDED,PADDY SAVANNAH GK KAVERI,6,D,5.0%,3.5%,702,632,591,105,99,1,,,1,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10001501,Uttar pradesh10001501,Varanasi_Cluster,Varanasi_Cluster10001501,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001501,Paddy Savannah GK KUBER 2 Kg,FIELD CROP,Paddy,,BRANDED,PADDY SAVANNAH GK KUBER,2,D,6.9%,3.8%,270,227,208,113,104,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10001503,Uttar pradesh10001503,Varanasi_Cluster,Varanasi_Cluster10001503,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001503,Paddy Savannah MTU-7029 25 Kg,FIELD CROP,Paddy,,BRANDED,PADDY SAVANNAH MTU-7029,25,D,5.0%,1.6%,"1,925","1,665","1,576",67,63,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10001534,Uttar pradesh10001534,Varanasi_Cluster,Varanasi_Cluster10001534,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001534,Paddy Sriram 501 6 Kg,FIELD CROP,Paddy,,BRANDED,PADDY SRIRAM 501,6,D,5.7%,3.1%,510,523,483,87,81,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10001831,Uttar pradesh10001831,Varanasi_Cluster,Varanasi_Cluster10001831,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001831,Sudan Mahyco Rasila 5 Kg,FIELD CROP,Sudan,,BRANDED,SUDAN MAHYCO RASILA,5,D,5.5%,3.1%,425,434,414,87,83,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10003110,Uttar pradesh10003110,Varanasi_Cluster,Varanasi_Cluster10003110,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10003110,Black gram Bhatia Shekhar 2 5 kg,FIELD CROP,Black Gram,,BRANDED,BLACK GRAM BHATIA SHEKHAR,5,D,6.4%,3.3%,875,879,807,176,161,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10003421,Uttar pradesh10003421,Varanasi_Cluster,Varanasi_Cluster10003421,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10003421,Paddy Kaveri 828 3 Kg,FIELD CROP,Paddy,,BRANDED,PADDY KAVERI 828,3,D,4.7%,3.3%,333,295,276,98,92,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10004235,Uttar pradesh10004235,Varanasi_Cluster,Varanasi_Cluster10004235,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10004235,Paddy GAPL Suman-99 6kg,FIELD CROP,Paddy,,PRIVATE LABEL,PADDY GAPL SUMAN-99,6,B,27.0%,27.0%,636,510,552,85,92,2,1,,2,,,,0,0,0,0,,-14,0,,50,-50,,0,,,0,,0,,,0,-14,0,0,50,-50,0,0,0,0,-300,0,0,-300,900,"-1,200",0,0,0,0,"-31,800",0,0,"-31,800",0,0,0,0,"-27,600",0,0,"-27,600",0,0,0,0,"-7,452",0,0,"-7,452",,,No AOP | Plan < Inventory (Excess),"-8,232",,,"-8,232","-6,720",70,,"-6,650","-2,211",70,,"-2,141",Jaunpur
Jaunpur10004540,Uttar pradesh10004540,Varanasi_Cluster,Varanasi_Cluster10004540,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10004540,GAPL Res Paddy 6511 - 6Kg,FIELD CROP,Paddy,,PRIVATE LABEL,GAPL RES PADDY 6511,6,A,30.0%,30.0%,480,480,480,80,80,0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,-210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10004545,Uttar pradesh10004545,Varanasi_Cluster,Varanasi_Cluster10004545,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10004545,GAPL Res Paddy DH - 106 10 Kg,FIELD CROP,Paddy,,PRIVATE LABEL,GAPL RES PADDY DH - 106,0.1,B,25.0%,25.0%,0,850,850,"8,500","8,500",0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10003241,Uttar pradesh10003241,Varanasi_Cluster,Varanasi_Cluster10003241,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10003241,PADDY GAPL DARA 6 KG,FIELD CROP,Paddy,,PRIVATE LABEL,PADDY GAPL DARA,6,A,40.0%,40.0%,636,510,552,85,92,,19,4,19,,,,0,0,0,0,,0,0,,100,-100,0,0,,,0,0,0,,,0,0,0,0,100,-100,0,0,0,0,-600,0,0,-600,"6,050","-6,650",0,0,0,0,"-63,600",0,0,"-63,600",0,0,0,0,"-55,200",0,0,"-55,200",0,0,0,0,"-22,080",0,0,"-22,080",,,No AOP | Plan < Inventory (Excess),0,0,0,0,,675,-146,529,,675,-146,529,Jaunpur
Jaunpur10003291,Uttar pradesh10003291,Varanasi_Cluster,Varanasi_Cluster10003291,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10003291,Paddy Nuziveedu Moti Plus 5 KG,FIELD CROP,Paddy,,PRIVATE LABEL,PADDY NUZIVEEDU MOTI PLUS,5,C,10.0%,10.0%,510,455,440,91,88,11,,14,15,,,,0,0,0,0,,-239,0,,,0,,0,,,0,,0,,,0,-239,0,0,0,0,0,0,0,0,0,0,0,0,"2,000","-2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),"-120,695",,,"-120,695","-107,550","1,218",,"-106,332","-11,412","1,218",,"-10,194",Jaunpur
Jaunpur10004541,Uttar pradesh10004541,Varanasi_Cluster,Varanasi_Cluster10004541,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10004541,HY Paddy DeHaat SAAB- 3 kg,FIELD CROP,Paddy,,PRIVATE LABEL,HY PADDY DEHAAT SAAB,3,B,25.0%,25.0%,900,900,930,300,310,0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur14000406,Uttar pradesh14000406,Varanasi_Cluster,Varanasi_Cluster14000406,East,Uttar pradesh,Jaunpur,Neeraj Kumar,14000406,Hectare Garden Pick Axe,TOOLS AND MACHINERY,,,BRANDED,HECTARE GARDEN PICK AXE,1,D,8.2%,8.9%,160,171,162,171,162,0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur14000416,Uttar pradesh14000416,Varanasi_Cluster,Varanasi_Cluster14000416,East,Uttar pradesh,Jaunpur,Neeraj Kumar,14000416,Hectare Garden Rake 8 Teeth,TOOLS AND MACHINERY,,,BRANDED,HECTARE GARDEN RAKE 8 TEETH,1,D,7.2%,8.9%,140,148,141,148,141,,,1,1,,,,0,0,0,0,,,,,,0,,,,,0,2,2,,,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,324,324,0,0,0,0,0,0,294,294,0,0,0,0,,,27,27,0,0,0,0,,,No AOP | Plan = Inventory (At Par),,,280,280,,,280,280,,,27,27,Jaunpur
Jaunpur10000173,Uttar pradesh10000173,Varanasi_Cluster,Varanasi_Cluster10000173,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10000173,Bottlegourd VNR Sarita 10 gm,VEGETABLE SEEDS,Bottle Gourd,,BRANDED,BOTTLEGOURD VNR SARITA,0.01,D,1.0%,32.0%,45,2,105,160,"10,500",0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10001035,Uttar pradesh10001035,Varanasi_Cluster,Varanasi_Cluster10001035,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10001035,Okra Advanta Radhika 100 gm,VEGETABLE SEEDS,Okra,,BRANDED,OKRA ADVANTA RADHIKA,0.1,D,1.7%,25.0%,540,567,505,"5,670","5,050",0,0,0,0,,,,0,0,0,0,,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10002950,Uttar pradesh10002950,Varanasi_Cluster,Varanasi_Cluster10002950,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10002950,DS Harika Super Bhindi Seeds 500 gm,VEGETABLE SEEDS,Okra,Hybrid,PRIVATE LABEL,DS HARIKA SUPER BHINDI,0.5,B,27.0%,23.0%,225,225,203,450,405,1,,,1,,,,0,543,0,"115,659",,1,0,,,0,,0,,,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,No AOP | Plan < Inventory (Excess),200,,,200,200,,,200,41,,,41,Jaunpur
Jaunpur10004180,Uttar pradesh10004180,Varanasi_Cluster,Varanasi_Cluster10004180,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10004180,GAPL DS Hari Rani Palak 500 GM,VEGETABLE SEEDS,Spinach,OP,PRIVATE LABEL,GAPL DS HARI RANI PALAK,0.5,C,15.0%,10.0%,50,50,50,100,100,7,7,3,15,,,,0,1071,0,"50,873",,154,230,250,,250,216,322.8699552,300,,300,70,104.6337818,100,,100,440,658,650,0,650,115,161,52,329,125,150,50,325,0,0,"11,510","16,143","5,232","32,885","12,500","15,000","5,000","32,500","11,510","16,143","5,232","32,885","12,500","15,000","5,000","32,500","1,726","2,422",785,"4,933","1,250","1,500",500,"3,250",,,Plan > AOP | Plan < Inventory (Excess),"7,356","10,263","3,325","20,944","7,356","10,263","3,325","20,944",926,"1,245",402,"2,573",Jaunpur
Jaunpur10004592,Uttar pradesh10004592,Varanasi_Cluster,Varanasi_Cluster10004592,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10004592,GAPL Res Paddy DPS-Purna 3KG,FIELD CROP,Paddy,,PRIVATE LABEL,GAPL RES PADDY DPS-PURNA,3,,,25.0%,270,270,276,90,92,0,0,0,0,,,,0,356,0,"113,208",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,200","-1,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur10004567,Uttar pradesh10004567,Varanasi_Cluster,Varanasi_Cluster10004567,East,Uttar pradesh,Jaunpur,Neeraj Kumar,10004567,GAPL Res Paddy DPS- 106 3 Kg,FIELD CROP,Paddy,,PRIVATE LABEL,GAPL RES PADDY DPS- 106,3,A,30.0%,30.0%,284,270,276,90,92,0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur12001014,Uttar pradesh12001014,Varanasi_Cluster,Varanasi_Cluster12001014,East,Uttar pradesh,Jaunpur,Neeraj Kumar,12001014,Calcium Nitrate with Boron 25 KG,CROP NUTRITION,,,PRIVATE LABEL,CALCIUM NITRATE WITH BORON,25,D,7.0%,5.0%,"1,750","1,675","1,675",67,67,,,1,1,,,,0,0,0,0,,,0,,,0,,0,,,0,1,0,25,,25,1,0,25,0,25,0,0,0,0,0,0,625,625,0,0,0,0,0,0,0,0,"43,750","43,750",0,0,0,0,0,0,"41,875","41,875",0,0,0,0,0,0,"2,094","2,094",,,No AOP | Plan = Inventory (At Par),,,"1,387","1,387",,,"1,320","1,320",,,124,124,Jaunpur
Jaunpur12000130,Uttar pradesh12000130,Varanasi_Cluster,Varanasi_Cluster12000130,East,Uttar pradesh,Jaunpur,Neeraj Kumar,12000130,Chelated Boron 14.5% 1 Kg,CROP NUTRITION,,,PRIVATE LABEL,CHELATED BORON 14.5%,1,B,28.0%,28.0%,180,165,125,165,125,0,0,0,0,,,,0,169,0,"38,930",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur12000933,Uttar pradesh12000933,Varanasi_Cluster,Varanasi_Cluster12000933,East,Uttar pradesh,Jaunpur,Neeraj Kumar,12000933,IKKON HS 250 ml,CROP NUTRITION,,,PRIVATE LABEL,IKKON HS,0.25,C,15.0%,15.0%,155,125,125,500,500,0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Jaunpur
Jaunpur12001066,Uttar pradesh12001066,Varanasi_Cluster,Varanasi_Cluster12001066,East,Uttar pradesh,Jaunpur,Neeraj Kumar,12001066,LOKKE NUTRIONE 100 ML,CROP NUTRITION,,,PRIVATE LABEL,LOKKE NUTRIONE,0.1,C,16.0%,16.0%,100,77,77,768,770,,1,,1,,,,0,1295,0,"219,492",,,0,,,0,100,266.6666667,100,,100,,0,,,0,100,267,100,0,100,0,27,0,27,0,10,0,10,0,0,0,"24,166",0,"24,166",0,"10,000",0,"10,000",0,"20,480",0,"20,480",0,"7,700",0,"7,700",0,"3,277",0,"3,277",0,"1,232",0,"1,232",,,No AOP | Plan < Inventory (Excess),,"8,500",,"8,500",,"6,987",,"6,987",,"1,552",,"1,552",Jaunpur
Jaunpur12001319,Uttar pradesh12001319,Varanasi_Cluster,Varanasi_Cluster12001319,East,Uttar pradesh,Jaunpur,Neeraj Kumar,12001319,N-SULPHA 1 Kg,CROP NUTRITION,,,PRIVATE LABEL,N-SULPHA,1,B,23.0%,23.0%,170,96,118,96,118,4,9,5,13,,,,0,1283,0,"163,812",,524,738,1000,,1000,1585,2447.379365,"1,000",,"1,000",805,1133.909287,500,,500,2914,"4,319","2,500",0,"2,500",738,"2,447","1,134","4,319",1000,"1,000",500,"2,500",0,0,"83,612","277,239","128,449","489,300","170,000","170,000","85,000","425,000","70,857","234,948","108,855","414,661","118,000","118,000","59,000","295,000","16,297","54,038","25,037","95,372","27,140","27,140","13,570","67,850",,,Plan > AOP | Plan < Inventory (Excess),"47,198","136,478","66,977","250,654","38,799","111,966","54,890","205,655","5,855","12,344","4,303","22,502",Jaunpur
